,prod_x_item_1,rem_x_item_1,rem_x_item_2,rem_y_item_1,rem_y_item_2,remarks,parameter_range
443,x,x^2,y^2,x,y^2,"0 is not stable,",
444,x,x^2,y^2,y,x*y,"0 is not stable,",
445,x,x^2,y^2,y,x^2,"0 is not stable,",
446,x,x^2,y^2,y,y^2,"no feedback,0 is not stable,",
447,x,x^2,y^2,x*y,x^2,"x=0 is a line of fixed points,0 is not stable,",
448,x,x^2,y^2,x*y,y^2,"0 is not stable,",
449,x,x^2,y^2,x^2,y^2,"0 is not stable,",
450,y,1,x,1,x,,
451,y,1,x,1,y,"no feedback,",
452,y,1,x,1,x*y,,
453,y,1,x,1,x^2,,
454,y,1,x,1,y^2,"no feedback,",
455,y,1,x,x,y,,
456,y,1,x,x,x*y,"x=0 is a line of fixed points,",
457,y,1,x,x,x^2,"x=0 is a line of fixed points,",
458,y,1,x,x,y^2,,
459,y,1,x,y,x*y,,
460,y,1,x,y,x^2,,
461,y,1,x,y,y^2,"no feedback,",
462,y,1,x,x*y,x^2,"x=0 is a line of fixed points,",
463,y,1,x,x*y,y^2,,
464,y,1,x,x^2,y^2,,
465,y,1,y,1,x,"zero behaviour of x at origin,",
466,y,1,y,1,y,"zero behaviour of x at origin,no feedback,",
467,y,1,y,1,x*y,"zero behaviour of x at origin,",
468,y,1,y,1,x^2,"zero behaviour of x at origin,",
469,y,1,y,1,y^2,"zero behaviour of x at origin,no feedback,",
470,y,1,y,x,y,"zero behaviour of x at origin,",
471,y,1,y,x,x*y,"zero behaviour of x at origin,x=0 is a line of fixed points,",
472,y,1,y,x,x^2,"zero behaviour of x at origin,x=0 is a line of fixed points,",
473,y,1,y,x,y^2,"zero behaviour of x at origin,",
474,y,1,y,y,x*y,"zero behaviour of x at origin,",
475,y,1,y,y,x^2,"zero behaviour of x at origin,",
476,y,1,y,y,y^2,"zero behaviour of x at origin,no feedback,",
477,y,1,y,x*y,x^2,"zero behaviour of x at origin,x=0 is a line of fixed points,",
478,y,1,y,x*y,y^2,"zero behaviour of x at origin,",
479,y,1,y,x^2,y^2,"zero behaviour of x at origin,",
480,y,1,x*y,1,x,,
481,y,1,x*y,1,y,"no feedback,",
482,y,1,x*y,1,x*y,,
483,y,1,x*y,1,x^2,,
484,y,1,x*y,1,y^2,"no feedback,",
485,y,1,x*y,x,y,,
486,y,1,x*y,x,x*y,"x=0 is a line of fixed points,",
487,y,1,x*y,x,x^2,"x=0 is a line of fixed points,",
488,y,1,x*y,x,y^2,,
489,y,1,x*y,y,x*y,,
490,y,1,x*y,y,x^2,,
491,y,1,x*y,y,y^2,"no feedback,",
492,y,1,x*y,x*y,x^2,"x=0 is a line of fixed points,",
493,y,1,x*y,x*y,y^2,,
494,y,1,x*y,x^2,y^2,,
495,y,1,x^2,1,x,,
496,y,1,x^2,1,y,"no feedback,",
497,y,1,x^2,1,x*y,,
498,y,1,x^2,1,x^2,,
499,y,1,x^2,1,y^2,"no feedback,",
500,y,1,x^2,x,y,,
501,y,1,x^2,x,x*y,"x=0 is a line of fixed points,",
502,y,1,x^2,x,x^2,"x=0 is a line of fixed points,",
503,y,1,x^2,x,y^2,,
504,y,1,x^2,y,x*y,,
505,y,1,x^2,y,x^2,,
506,y,1,x^2,y,y^2,"no feedback,",
507,y,1,x^2,x*y,x^2,"x=0 is a line of fixed points,",
508,y,1,x^2,x*y,y^2,,
509,y,1,x^2,x^2,y^2,,
510,y,1,y^2,1,x,,dp0>2*dp12*sqrt(dp1)<a<2sqrt(dp1)/(1-1/c_x)
511,y,1,y^2,1,y,"no feedback,",dp0>2*dp12*sqrt(dp1)<a<2sqrt(dp1)/(1-1/c_x)
512,y,1,y^2,1,x*y,,dp0>2*dp12*sqrt(dp1)<a<2sqrt(dp1)/(1-1/c_x)
513,y,1,y^2,1,x^2,,dp0>2*dp12*sqrt(dp1)<a<2sqrt(dp1)/(1-1/c_x)
514,y,1,y^2,1,y^2,"no feedback,",dp0>2*dp12*sqrt(dp1)<a<2sqrt(dp1)/(1-1/c_x)
515,y,1,y^2,x,y,,dp0>2*dp12*sqrt(dp1)<a<2sqrt(dp1)/(1-1/c_x)
516,y,1,y^2,x,x*y,"x=0 is a line of fixed points,",dp0>2*dp12*sqrt(dp1)<a<2sqrt(dp1)/(1-1/c_x)
517,y,1,y^2,x,x^2,"x=0 is a line of fixed points,",dp0>2*dp12*sqrt(dp1)<a<2sqrt(dp1)/(1-1/c_x)
518,y,1,y^2,x,y^2,,dp0>2*dp12*sqrt(dp1)<a<2sqrt(dp1)/(1-1/c_x)
519,y,1,y^2,y,x*y,,dp0>2*dp12*sqrt(dp1)<a<2sqrt(dp1)/(1-1/c_x)
520,y,1,y^2,y,x^2,,dp0>2*dp12*sqrt(dp1)<a<2sqrt(dp1)/(1-1/c_x)
521,y,1,y^2,y,y^2,"no feedback,",dp0>2*dp12*sqrt(dp1)<a<2sqrt(dp1)/(1-1/c_x)
522,y,1,y^2,x*y,x^2,"x=0 is a line of fixed points,",dp0>2*dp12*sqrt(dp1)<a<2sqrt(dp1)/(1-1/c_x)
523,y,1,y^2,x*y,y^2,,dp0>2*dp12*sqrt(dp1)<a<2sqrt(dp1)/(1-1/c_x)
524,y,1,y^2,x^2,y^2,,dp0>2*dp12*sqrt(dp1)<a<2sqrt(dp1)/(1-1/c_x)
525,y,x,y,1,x,"zero behaviour of x at origin,",
526,y,x,y,1,y,"zero behaviour of x at origin,no feedback,",
527,y,x,y,1,x*y,"zero behaviour of x at origin,",
528,y,x,y,1,x^2,"zero behaviour of x at origin,",
529,y,x,y,1,y^2,"zero behaviour of x at origin,no feedback,",
530,y,x,y,x,y,"zero behaviour of x at origin,",
531,y,x,y,x,x*y,"zero behaviour of x at origin,x=0 is a line of fixed points,",
532,y,x,y,x,x^2,"zero behaviour of x at origin,x=0 is a line of fixed points,",
533,y,x,y,x,y^2,"zero behaviour of x at origin,",
534,y,x,y,y,x*y,"zero behaviour of x at origin,",
535,y,x,y,y,x^2,"zero behaviour of x at origin,",
536,y,x,y,y,y^2,"zero behaviour of x at origin,no feedback,",
537,y,x,y,x*y,x^2,"zero behaviour of x at origin,x=0 is a line of fixed points,",
538,y,x,y,x*y,y^2,"zero behaviour of x at origin,",
539,y,x,y,x^2,y^2,"zero behaviour of x at origin,",
540,y,x,x*y,1,x,"0 is not stable,",
541,y,x,x*y,1,y,"no feedback,0 is not stable,",
542,y,x,x*y,1,x*y,"0 is not stable,",
543,y,x,x*y,1,x^2,"0 is not stable,",
544,y,x,x*y,1,y^2,"no feedback,0 is not stable,",
545,y,x,x*y,x,y,"0 is not stable,",
546,y,x,x*y,x,x*y,"x=0 is a line of fixed points,0 is not stable,",
547,y,x,x*y,x,x^2,"x=0 is a line of fixed points,0 is not stable,",
548,y,x,x*y,x,y^2,"0 is not stable,",
549,y,x,x*y,y,x*y,"0 is not stable,",
550,y,x,x*y,y,x^2,"0 is not stable,",
551,y,x,x*y,y,y^2,"no feedback,0 is not stable,",
552,y,x,x*y,x*y,x^2,"x=0 is a line of fixed points,0 is not stable,",
553,y,x,x*y,x*y,y^2,"0 is not stable,",
554,y,x,x*y,x^2,y^2,"0 is not stable,",
555,y,x,x^2,1,x,"0 is not stable,",
556,y,x,x^2,1,y,"no feedback,0 is not stable,",
557,y,x,x^2,1,x*y,"0 is not stable,",
558,y,x,x^2,1,x^2,"0 is not stable,",
559,y,x,x^2,1,y^2,"no feedback,0 is not stable,",
560,y,x,x^2,x,y,"0 is not stable,",
561,y,x,x^2,x,x*y,"x=0 is a line of fixed points,0 is not stable,",
562,y,x,x^2,x,x^2,"x=0 is a line of fixed points,0 is not stable,",
563,y,x,x^2,x,y^2,"0 is not stable,",
564,y,x,x^2,y,x*y,"0 is not stable,",
565,y,x,x^2,y,x^2,"0 is not stable,",
566,y,x,x^2,y,y^2,"no feedback,0 is not stable,",
567,y,x,x^2,x*y,x^2,"x=0 is a line of fixed points,0 is not stable,",
568,y,x,x^2,x*y,y^2,"0 is not stable,",
569,y,x,x^2,x^2,y^2,"0 is not stable,",
570,y,x,y^2,1,x,"0 is not stable,",
571,y,x,y^2,1,y,"no feedback,0 is not stable,",
572,y,x,y^2,1,x*y,"0 is not stable,",
573,y,x,y^2,1,x^2,"0 is not stable,",
574,y,x,y^2,1,y^2,"no feedback,0 is not stable,",
575,y,x,y^2,x,y,"0 is not stable,",
576,y,x,y^2,x,x*y,"x=0 is a line of fixed points,0 is not stable,",
577,y,x,y^2,x,x^2,"x=0 is a line of fixed points,0 is not stable,",
578,y,x,y^2,x,y^2,"0 is not stable,",
579,y,x,y^2,y,x*y,"0 is not stable,",
580,y,x,y^2,y,x^2,"0 is not stable,",
581,y,x,y^2,y,y^2,"no feedback,0 is not stable,",
582,y,x,y^2,x*y,x^2,"x=0 is a line of fixed points,0 is not stable,",
583,y,x,y^2,x*y,y^2,"0 is not stable,",
584,y,x,y^2,x^2,y^2,"0 is not stable,",
585,y,y,x*y,1,x,"zero behaviour of x at origin,y=0 is a line of fixed points,",
586,y,y,x*y,1,y,"zero behaviour of x at origin,y=0 is a line of fixed points,no feedback,",
587,y,y,x*y,1,x*y,"zero behaviour of x at origin,y=0 is a line of fixed points,",
588,y,y,x*y,1,x^2,"zero behaviour of x at origin,y=0 is a line of fixed points,",
589,y,y,x*y,1,y^2,"zero behaviour of x at origin,y=0 is a line of fixed points,no feedback,",
590,y,y,x*y,x,y,"zero behaviour of x at origin,y=0 is a line of fixed points,",
591,y,y,x*y,x,x*y,"zero behaviour of x at origin,y=0 is a line of fixed points,x=0 is a line of fixed points,",
592,y,y,x*y,x,x^2,"zero behaviour of x at origin,y=0 is a line of fixed points,x=0 is a line of fixed points,",
593,y,y,x*y,x,y^2,"zero behaviour of x at origin,y=0 is a line of fixed points,",
594,y,y,x*y,y,x*y,"zero behaviour of x at origin,y=0 is a line of fixed points,",
595,y,y,x*y,y,x^2,"zero behaviour of x at origin,y=0 is a line of fixed points,",
596,y,y,x*y,y,y^2,"zero behaviour of x at origin,y=0 is a line of fixed points,no feedback,",
597,y,y,x*y,x*y,x^2,"zero behaviour of x at origin,y=0 is a line of fixed points,x=0 is a line of fixed points,",
598,y,y,x*y,x*y,y^2,"zero behaviour of x at origin,y=0 is a line of fixed points,",
599,y,y,x*y,x^2,y^2,"zero behaviour of x at origin,y=0 is a line of fixed points,",
600,y,y,x^2,1,x,"zero behaviour of x at origin,",
601,y,y,x^2,1,y,"zero behaviour of x at origin,no feedback,",
602,y,y,x^2,1,x*y,"zero behaviour of x at origin,",
603,y,y,x^2,1,x^2,"zero behaviour of x at origin,",
604,y,y,x^2,1,y^2,"zero behaviour of x at origin,no feedback,",
605,y,y,x^2,x,y,"zero behaviour of x at origin,",
606,y,y,x^2,x,x*y,"zero behaviour of x at origin,x=0 is a line of fixed points,",
607,y,y,x^2,x,x^2,"zero behaviour of x at origin,x=0 is a line of fixed points,",
608,y,y,x^2,x,y^2,"zero behaviour of x at origin,",
609,y,y,x^2,y,x*y,"zero behaviour of x at origin,",
610,y,y,x^2,y,x^2,"zero behaviour of x at origin,",
611,y,y,x^2,y,y^2,"zero behaviour of x at origin,no feedback,",
612,y,y,x^2,x*y,x^2,"zero behaviour of x at origin,x=0 is a line of fixed points,",
613,y,y,x^2,x*y,y^2,"zero behaviour of x at origin,",
614,y,y,x^2,x^2,y^2,"zero behaviour of x at origin,",
615,y,y,y^2,1,x,"zero behaviour of x at origin,y=0 is a line of fixed points,",
616,y,y,y^2,1,y,"zero behaviour of x at origin,y=0 is a line of fixed points,no feedback,",
617,y,y,y^2,1,x*y,"zero behaviour of x at origin,y=0 is a line of fixed points,",
618,y,y,y^2,1,x^2,"zero behaviour of x at origin,y=0 is a line of fixed points,",
619,y,y,y^2,1,y^2,"zero behaviour of x at origin,y=0 is a line of fixed points,no feedback,",
620,y,y,y^2,x,y,"zero behaviour of x at origin,y=0 is a line of fixed points,",
621,y,y,y^2,x,x*y,"zero behaviour of x at origin,y=0 is a line of fixed points,x=0 is a line of fixed points,",
622,y,y,y^2,x,x^2,"zero behaviour of x at origin,y=0 is a line of fixed points,x=0 is a line of fixed points,",
623,y,y,y^2,x,y^2,"zero behaviour of x at origin,y=0 is a line of fixed points,",
624,y,y,y^2,y,x*y,"zero behaviour of x at origin,y=0 is a line of fixed points,",
625,y,y,y^2,y,x^2,"zero behaviour of x at origin,y=0 is a line of fixed points,",
626,y,y,y^2,y,y^2,"zero behaviour of x at origin,y=0 is a line of fixed points,no feedback,",
627,y,y,y^2,x*y,x^2,"zero behaviour of x at origin,y=0 is a line of fixed points,x=0 is a line of fixed points,",
628,y,y,y^2,x*y,y^2,"zero behaviour of x at origin,y=0 is a line of fixed points,",
629,y,y,y^2,x^2,y^2,"zero behaviour of x at origin,y=0 is a line of fixed points,",
630,y,x*y,x^2,1,x,"0 is not stable,",
631,y,x*y,x^2,1,y,"no feedback,0 is not stable,",
632,y,x*y,x^2,1,x*y,"0 is not stable,",
633,y,x*y,x^2,1,x^2,"0 is not stable,",
634,y,x*y,x^2,1,y^2,"no feedback,0 is not stable,",
635,y,x*y,x^2,x,y,"0 is not stable,",
636,y,x*y,x^2,x,x*y,"x=0 is a line of fixed points,0 is not stable,",
637,y,x*y,x^2,x,x^2,"x=0 is a line of fixed points,0 is not stable,",
638,y,x*y,x^2,x,y^2,"0 is not stable,",
639,y,x*y,x^2,y,x*y,"0 is not stable,",
640,y,x*y,x^2,y,x^2,"0 is not stable,",
641,y,x*y,x^2,y,y^2,"no feedback,0 is not stable,",
642,y,x*y,x^2,x*y,x^2,"x=0 is a line of fixed points,0 is not stable,",
643,y,x*y,x^2,x*y,y^2,"0 is not stable,",
644,y,x*y,x^2,x^2,y^2,"0 is not stable,",
645,y,x*y,y^2,1,x,"y=0 is a line of fixed points,",
646,y,x*y,y^2,1,y,"y=0 is a line of fixed points,no feedback,",
647,y,x*y,y^2,1,x*y,"y=0 is a line of fixed points,",
648,y,x*y,y^2,1,x^2,"y=0 is a line of fixed points,",
649,y,x*y,y^2,1,y^2,"y=0 is a line of fixed points,no feedback,",
650,y,x*y,y^2,x,y,"y=0 is a line of fixed points,",
651,y,x*y,y^2,x,x*y,"y=0 is a line of fixed points,x=0 is a line of fixed points,",
652,y,x*y,y^2,x,x^2,"y=0 is a line of fixed points,x=0 is a line of fixed points,",
653,y,x*y,y^2,x,y^2,"y=0 is a line of fixed points,",
654,y,x*y,y^2,y,x*y,"y=0 is a line of fixed points,",
655,y,x*y,y^2,y,x^2,"y=0 is a line of fixed points,",
656,y,x*y,y^2,y,y^2,"y=0 is a line of fixed points,no feedback,",
657,y,x*y,y^2,x*y,x^2,"y=0 is a line of fixed points,x=0 is a line of fixed points,",
658,y,x*y,y^2,x*y,y^2,"y=0 is a line of fixed points,",
659,y,x*y,y^2,x^2,y^2,"y=0 is a line of fixed points,",
660,y,x^2,y^2,1,x,"0 is not stable,",
661,y,x^2,y^2,1,y,"no feedback,0 is not stable,",
662,y,x^2,y^2,1,x*y,"0 is not stable,",
663,y,x^2,y^2,1,x^2,"0 is not stable,",
664,y,x^2,y^2,1,y^2,"no feedback,0 is not stable,",
665,y,x^2,y^2,x,y,"0 is not stable,",
666,y,x^2,y^2,x,x*y,"x=0 is a line of fixed points,0 is not stable,",
667,y,x^2,y^2,x,x^2,"x=0 is a line of fixed points,0 is not stable,",
668,y,x^2,y^2,x,y^2,"0 is not stable,",
669,y,x^2,y^2,y,x*y,"0 is not stable,",
670,y,x^2,y^2,y,x^2,"0 is not stable,",
671,y,x^2,y^2,y,y^2,"no feedback,0 is not stable,",
672,y,x^2,y^2,x*y,x^2,"x=0 is a line of fixed points,0 is not stable,",
673,y,x^2,y^2,x*y,y^2,"0 is not stable,",
674,y,x^2,y^2,x^2,y^2,"0 is not stable,",
